,Item_Weight,Item_Visibility,Item_MRP,Age_Outlet,Item_Identifier,Item_Fat_Content,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
0,-0.8083264404181285,-1.1113578720936783,1.747453810500045,-0.13954076129512305,1.0,0.0,1.0,0.0,1.0,3735.138
1,-1.5816720195446563,-1.045067267709806,-1.4890232521574345,-1.3341027425308933,0.0,2.0,1.0,2.0,2.0,443.4228
2,1.067837390598891,-1.0967334640702207,0.010040209322175003,-0.13954076129512305,1.0,0.0,1.0,0.0,1.0,2097.27
3,1.4567981848341265,-0.08373972835780912,0.6600495477422742,-0.020084563171546017,1.0,2.0,2.0,2.0,0.0,732.38
4,-0.8929826132810919,-0.08373972835780912,-1.399219605090881,1.2939336161878014,2.0,1.0,0.0,2.0,1.0,994.7052
5,-0.5577899288371976,-0.08373972835780912,-1.4387337236796227,-1.3341027425308933,1.0,2.0,1.0,2.0,2.0,556.6088
6,0.18695559188968053,-1.1791933898034326,-1.3382381721359564,1.2939336161878014,1.0,2.0,0.0,2.0,1.0,343.5528
7,0.8542902878815064,1.1747649690320818,-0.5336410457037208,1.5328460124349554,1.0,0.0,1.0,2.0,3.0,4022.7636
8,0.7703967832425339,-1.098230448294953,-0.7069083520213211,-0.49790935566585415,1.0,2.0,1.6666666666666667,1.0,1.0,1076.5986
9,1.4567981848341265,0.49726851482427165,0.7520082767866417,-1.0951903462837393,1.0,2.0,1.0,1.0,1.0,4710.535
10,-0.23632527242513476,-0.08373972835780912,-1.532847534701804,-0.13954076129512305,1.0,0.0,1.0,0.0,1.0,1516.0266
11,1.2966378577960884,-0.5078026229703646,0.05006178387588622,0.09937163495203102,1.0,2.0,2.0,0.0,1.0,2187.153
12,0.5187162693256168,0.6114265649857492,0.07203655420703896,-0.13954076129512305,1.0,2.0,1.0,0.0,1.0,1589.2646
13,1.0907174373186108,-0.47100318846165234,-0.34228518245758355,0.09937163495203102,1.0,2.0,2.0,0.0,1.0,2145.2076
14,0.8047168533221141,-0.04491487443824133,0.8904538263181622,1.2939336161878014,1.0,0.0,0.0,2.0,1.0,1977.426
15,-0.8769665805772879,-0.02307059157907041,-1.3590727724192342,0.09937163495203102,1.0,2.0,2.0,0.0,1.0,1547.3192
16,-0.23632527242513476,-1.2642395993800126,-0.4118034379118073,-1.3341027425308933,2.0,1.0,1.0,2.0,2.0,1621.8888
17,-0.8769665805772879,-0.02086669414757079,-1.3911902385565518,-0.13954076129512305,1.0,2.0,1.0,0.0,1.0,718.3982
18,0.10573142603467572,-0.7381350078391548,-0.4449775686850424,1.5328460124349554,0.0,0.0,1.0,2.0,3.0,2303.668
19,0.11831545173052112,0.6622818854872026,1.4379377893347167,-0.7368217519130082,1.0,0.0,2.0,1.0,1.0,2748.4224
20,1.3767180213151078,1.3947222012863971,1.7645274554986428,1.2939336161878014,1.0,2.0,0.0,2.0,1.0,3775.086
21,0.4081293768469715,-0.7142886180920658,0.057034485774297906,1.5328460124349554,1.0,2.0,1.0,2.0,3.0,4064.0432
22,0.404316035727018,-0.9133459923698795,0.8915104909540799,-0.7368217519130082,2.0,1.0,2.0,1.0,1.0,1587.2672
23,-0.05709823978733009,-0.2596787341648244,-0.5347394630456173,1.5328460124349554,1.0,0.0,2.0,0.0,0.0,214.3876
24,0.23271568532911988,-0.9092763069494505,0.385862739327995,0.09937163495203102,1.0,2.0,2.0,0.0,1.0,4078.025
25,0.038235288211502065,0.6088332025722198,-1.5269732501452886,-1.0951903462837393,2.0,1.0,1.6666666666666667,1.0,1.0,838.908
26,-1.1869912136294907,-0.07222098203380893,-1.5847011837805032,-0.7368217519130082,1.0,2.0,2.0,1.0,1.0,1065.28
27,-0.2706453425047145,-1.043468618803483,-1.636005624188254,1.2939336161878014,0.0,0.0,0.0,2.0,1.0,308.9312
28,-1.5805280172086704,1.8722950078518232,-1.5333549906667736,-0.020084563171546017,1.0,2.0,1.3333333333333333,2.0,0.0,178.4344
29,-0.5326218774455059,0.0412077497075217,-1.5632756221202988,1.5328460124349554,1.0,2.0,2.0,0.0,0.0,125.8362
30,1.4682382081939864,2.054532632511657,-1.3681588035894812,-0.020084563171546017,1.0,0.0,1.3333333333333333,2.0,0.0,163.7868
31,1.3195179045158083,0.21781440258049733,-0.7154034218146416,-1.3341027425308933,2.0,1.0,1.0,2.0,2.0,2741.7644
32,1.3423979512355277,-0.08373972835780912,1.857584601884906,-1.3341027425308933,1.0,0.0,1.0,2.0,2.0,3068.0064
33,1.1479175541179103,-0.08373972835780912,-0.7683972409412153,-0.49790935566585415,1.0,0.0,1.6666666666666667,1.0,1.0,2174.5028
34,1.067837390598891,0.5681452940392058,0.5440862245068757,0.09937163495203102,0.0,0.0,2.0,0.0,1.0,2085.2856
35,-0.6481661133800904,0.39142946704499,0.09181448985439881,-0.13954076129512305,2.0,1.0,1.0,0.0,1.0,3791.0652
36,0.4066040403989899,-0.21957065285719035,-0.20755883550476428,1.5328460124349554,1.0,2.0,1.0,2.0,3.0,2797.6916
37,-0.9112866506568676,0.8804202945267883,-0.2963475706413785,-1.3341027425308933,0.0,2.0,1.0,2.0,2.0,1609.9044
38,-0.8106144450901005,1.0853410023510996,-1.6701946668914283,1.5328460124349554,1.0,2.0,1.0,2.0,3.0,388.1614
39,0.09886741201875954,-0.8972844089101527,-0.8571024706658724,1.5328460124349554,1.0,0.0,1.0,2.0,3.0,2180.495
40,0.11831545173052112,0.6626795985422896,1.4395436626415825,0.09937163495203102,1.0,0.0,2.0,0.0,1.0,3435.528
41,-0.6939262068195298,-0.8903602131312319,-0.24073296627799962,1.2939336161878014,1.0,0.0,0.0,2.0,1.0,2150.534
42,0.17551556852982048,0.9767392194142862,0.8337825573188655,-0.13954076129512305,1.0,0.0,1.0,0.0,1.0,2527.3768
43,1.9487191893081015,-0.022786012540994743,1.9099457069285748,-1.3341027425308933,1.0,0.0,1.0,2.0,2.0,6768.5228
44,-0.15624510890611573,-0.5731697509357256,-0.23266184703769174,1.2939336161878014,1.0,2.0,0.0,2.0,1.0,373.5138
45,-1.4672717859460576,0.39569279752391634,0.5958981208795964,-0.020084563171546017,1.0,0.0,2.0,2.0,0.0,358.2004
46,1.548318371713006,-0.08373972835780912,0.19767686998961118,-0.49790935566585415,2.0,1.0,1.3333333333333333,1.0,1.0,2428.8384
47,-0.6481661133800904,-0.9096232184401342,1.9949734867805091,-0.49790935566585415,1.0,0.0,2.0,1.0,1.0,5815.0972
48,0.6903166197235149,1.0550009785492442,-1.2906529343069069,0.09937163495203102,1.0,2.0,2.0,0.0,1.0,2576.646
49,-0.7801077161304742,3.799479067403723,0.8974682809225524,1.5328460124349554,1.0,2.0,2.0,0.0,0.0,780.3176
